,genre,mel_spectrogram_path,segment_index,mel_spectrogram_shape,original_audio_path
111,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00005.wav
112,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00005.wav
113,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00005.wav
114,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00021.wav
115,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00021.wav
116,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00021.wav
117,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00021.wav
118,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00021.wav
119,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00021.wav
120,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00079.wav
121,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00079.wav
122,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00079.wav
123,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00079.wav
124,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00079.wav
125,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00079.wav
126,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00091.wav
127,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00091.wav
128,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00091.wav
129,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00091.wav
130,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00091.wav
131,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00091.wav
132,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00042.wav
133,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00042.wav
134,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00042.wav
135,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00042.wav
136,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00042.wav
137,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00042.wav
138,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00060.wav
139,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00060.wav
140,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00060.wav
141,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00060.wav
142,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00060.wav
143,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00060.wav
144,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00066.wav
145,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00066.wav
146,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00066.wav
147,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00066.wav
148,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00066.wav
149,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00066.wav
150,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00081.wav
151,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00081.wav
152,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00081.wav
153,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00081.wav
154,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00081.wav
155,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00081.wav
156,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00045.wav
157,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00045.wav
158,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00045.wav
159,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00045.wav
160,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00045.wav
161,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00045.wav
162,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00010.wav
163,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00010.wav
164,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00010.wav
165,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00010.wav
166,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00010.wav
167,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00010.wav
168,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00024.wav
169,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00024.wav
170,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00024.wav
171,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00024.wav
172,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00024.wav
173,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00024.wav
174,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00028.wav
175,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00028.wav
176,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00028.wav
177,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00028.wav
178,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00028.wav
179,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00028.wav
180,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00039.wav
181,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00039.wav
182,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00039.wav
183,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00039.wav
184,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00039.wav
185,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00039.wav
186,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00038.wav
187,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00038.wav
188,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00038.wav
189,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00038.wav
190,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00038.wav
191,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00038.wav
192,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00046.wav
193,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00046.wav
194,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00046.wav
195,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00046.wav
196,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00046.wav
197,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00046.wav
198,hiphop,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/hiphop_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/hiphop/hiphop.00027.wav
